instance_id,duration_hours,interrupted,service
RD-34000,7.37,0,RDS
EC-83869,11.88,0,EC2
RD-81344,7.46,0,RDS
EC-27709,1.13,0,EC2
LA-26724,20.17,0,Lambda
LA-41337,6.03,0,Lambda
S3-60952,22.43,0,S3
EC-43623,7.54,0,EC2
LA-59334,21.24,0,Lambda
LA-90650,12.35,0,Lambda
LA-69518,11.36,0,Lambda
RD-71035,10.08,0,RDS
EC-70348,21.29,0,EC2
LA-78847,14.98,0,Lambda
EC-13321,17.52,0,EC2
DY-89190,20.85,0,DynamoDB
DY-13760,20.08,0,DynamoDB
RD-79569,16.79,0,RDS
DY-34995,19.41,0,DynamoDB
S3-20651,3.78,0,S3
EC-26715,21.71,0,EC2
LA-71350,9.16,0,Lambda
S3-61649,15.86,0,S3
S3-84637,14.77,0,S3
DY-56619,22.01,0,DynamoDB
EC-72068,15.67,0,EC2
LA-16031,2.53,0,Lambda
S3-38669,19.86,0,S3
RD-58438,11.32,0,RDS
LA-84964,2.01,0,Lambda
DY-82982,5.97,0,DynamoDB
EC-20516,2.55,0,EC2
RD-46268,10.89,0,RDS
LA-71049,8.05,0,Lambda
LA-27858,6.2,0,Lambda
S3-64312,14.32,0,S3
LA-74047,8.33,0,Lambda
EC-76677,9.51,1,EC2
EC-55734,16.83,0,EC2
LA-91926,4.81,0,Lambda
S3-94526,21.47,0,S3
RD-50379,1.59,0,RDS
RD-54014,1.15,0,RDS
S3-21120,10.42,0,S3
DY-10929,14.93,0,DynamoDB
EC-27438,14.35,0,EC2
DY-17069,4.23,0,DynamoDB
S3-80188,12.63,0,S3
DY-57093,1.9,0,DynamoDB
S3-87362,10.53,0,S3
RD-63161,18.39,1,RDS
RD-81849,3.67,0,RDS
DY-33173,11.9,0,DynamoDB
DY-28800,20.01,0,DynamoDB
EC-24973,14.96,1,EC2
RD-52261,9.87,0,RDS
EC-12352,4.55,0,EC2
DY-96836,4.87,0,DynamoDB
S3-19569,11.13,0,S3
RD-10340,5.48,0,RDS
S3-84027,7.22,0,S3
EC-95376,13.53,0,EC2
EC-65778,4.2,0,EC2
LA-23283,19.79,0,Lambda
RD-30219,23.86,0,RDS
RD-54695,8.49,0,RDS
EC-28951,5.63,0,EC2
S3-85774,11.94,0,S3
RD-34842,21.92,0,RDS
EC-86021,11.54,0,EC2
LA-26859,19.18,0,Lambda
DY-77496,16.66,0,DynamoDB
RD-76418,22.71,0,RDS
DY-48635,23.56,0,DynamoDB
S3-88518,12.31,0,S3
LA-38064,7.57,0,Lambda
RD-61098,11.15,0,RDS
DY-46593,12.32,0,DynamoDB
DY-79338,21.57,0,DynamoDB
EC-16142,20.03,0,EC2
DY-63410,19.55,0,DynamoDB
S3-92035,3.51,0,S3
DY-25072,15.72,1,DynamoDB
S3-58933,2.44,0,S3
S3-35518,1.71,0,S3
EC-61919,22.31,0,EC2
LA-15845,22.37,0,Lambda
S3-32313,16.93,0,S3
DY-27611,15.82,0,DynamoDB
DY-59847,7.41,0,DynamoDB
S3-37810,19.25,0,S3
DY-46976,16.57,0,DynamoDB
RD-22866,1.05,0,RDS
EC-96156,20.19,0,EC2
DY-17295,18.69,0,DynamoDB
EC-85969,21.34,0,EC2
S3-31281,10.18,0,S3
S3-18605,10.37,0,S3
S3-34322,8.04,0,S3
EC-20207,14.27,0,EC2
DY-84085,22.97,0,DynamoDB
RD-69766,2.77,0,RDS
EC-91253,6.57,0,EC2
RD-56092,2.68,0,RDS
DY-78487,5.86,0,DynamoDB
DY-68394,4.5,0,DynamoDB
EC-38454,14.41,1,EC2
LA-43204,15.73,0,Lambda
RD-71202,5.94,1,RDS
S3-86112,3.83,0,S3
RD-90905,20.94,0,RDS
DY-35235,13.76,0,DynamoDB
DY-26237,6.56,0,DynamoDB
EC-56101,19.49,0,EC2
LA-66378,3.76,0,Lambda
S3-22237,7.24,0,S3
RD-58766,19.95,0,RDS
LA-99678,18.22,0,Lambda
S3-41897,5.35,0,S3
DY-32736,14.65,0,DynamoDB
DY-32440,20.3,0,DynamoDB
EC-65103,22.63,0,EC2
EC-29008,3.34,0,EC2
RD-15793,13.99,0,RDS
LA-53148,19.15,0,Lambda
LA-58695,9.68,0,Lambda
S3-42441,3.05,0,S3
RD-54760,13.99,1,RDS
EC-95716,1.1,0,EC2
RD-68272,16.33,0,RDS
DY-64040,3.98,0,DynamoDB
EC-15842,3.42,0,EC2
LA-27508,2.11,0,Lambda
EC-35599,9.86,0,EC2
DY-97697,11.53,0,DynamoDB
EC-64120,18.73,0,EC2
LA-12257,18.65,0,Lambda
DY-90769,10.56,0,DynamoDB
S3-44773,16.12,0,S3
RD-93692,16.59,0,RDS
S3-57377,4.14,0,S3
DY-68283,23.42,0,DynamoDB
DY-64336,17.4,0,DynamoDB
DY-90098,7.61,0,DynamoDB
LA-20293,19.94,0,Lambda
DY-12100,7.15,0,DynamoDB
RD-28199,6.56,0,RDS
LA-41881,17.32,0,Lambda
DY-61813,17.93,0,DynamoDB
LA-34087,14.69,0,Lambda
RD-11401,21.19,0,RDS
RD-30307,16.58,0,RDS
LA-86240,7.15,0,Lambda
EC-13866,23.45,0,EC2
S3-61374,2.76,0,S3
DY-91029,3.76,0,DynamoDB
S3-39336,8.64,0,S3
RD-61955,12.91,0,RDS
S3-43487,14.12,0,S3
EC-62870,15.87,0,EC2
S3-14426,16.54,0,S3
S3-38151,14.94,0,S3
RD-55671,10.15,0,RDS
RD-97265,6.25,0,RDS
DY-59067,18.19,0,DynamoDB
LA-34968,23.03,0,Lambda
DY-84707,13.21,0,DynamoDB
RD-65835,23.14,0,RDS
DY-56169,5.71,0,DynamoDB
S3-42793,4.24,0,S3
S3-98330,8.25,0,S3
RD-88915,13.13,0,RDS
RD-84218,16.5,0,RDS
DY-42983,22.79,0,DynamoDB
DY-90360,13.39,0,DynamoDB
S3-26241,16.87,0,S3
LA-57562,15.51,1,Lambda
LA-37045,10.56,0,Lambda
RD-31625,6.56,0,RDS
DY-74805,2.75,0,DynamoDB
LA-75101,18.5,0,Lambda
DY-77293,10.95,0,DynamoDB
EC-53527,20.87,0,EC2
S3-34272,2.15,0,S3
DY-64110,19.24,0,DynamoDB
DY-22867,23.09,0,DynamoDB
DY-83402,23.88,0,DynamoDB
LA-97178,14.1,0,Lambda
DY-48870,22.15,0,DynamoDB
EC-40873,15.31,1,EC2
LA-35372,20.08,1,Lambda
RD-24122,22.71,0,RDS
RD-80902,23.48,0,RDS
S3-86253,20.65,0,S3
EC-98896,6.69,0,EC2
DY-97893,18.97,0,DynamoDB
EC-94388,14.87,0,EC2
RD-79119,9.21,1,RDS
DY-34532,19.51,0,DynamoDB
EC-94289,8.4,0,EC2
LA-37413,19.59,0,Lambda
DY-95867,1.67,0,DynamoDB
LA-33816,3.73,0,Lambda
EC-65841,23.77,0,EC2
DY-63574,2.03,0,DynamoDB
S3-13696,10.03,0,S3
S3-63521,7.34,0,S3
RD-92612,9.89,0,RDS
DY-61313,16.1,0,DynamoDB
EC-40099,21.18,0,EC2
S3-19256,12.64,0,S3
RD-97440,1.83,1,RDS
DY-36536,16.63,0,DynamoDB
S3-12871,14.38,0,S3
DY-86057,12.88,0,DynamoDB
RD-90070,4.31,0,RDS
EC-55607,22.77,0,EC2
RD-53798,18.55,0,RDS
EC-30700,12.44,0,EC2
LA-92534,7.8,0,Lambda
S3-30954,15.63,0,S3
LA-56976,22.64,0,Lambda
EC-55095,19.65,0,EC2
DY-57068,17.72,0,DynamoDB
EC-71250,16.06,0,EC2
EC-17415,11.66,0,EC2
DY-47726,22.41,0,DynamoDB
LA-59976,18.61,0,Lambda
S3-44148,2.41,0,S3
EC-95076,5.61,0,EC2
EC-48578,6.3,0,EC2
S3-95029,5.4,0,S3
EC-95160,15.73,0,EC2
S3-67649,10.72,0,S3
S3-35711,19.81,0,S3
S3-96511,5.18,0,S3
DY-37127,19.55,0,DynamoDB
LA-28375,13.48,0,Lambda
LA-20014,2.8,0,Lambda
RD-40881,1.48,0,RDS
DY-62874,14.43,0,DynamoDB
RD-78368,12.08,0,RDS
LA-42920,7.82,0,Lambda
LA-12800,13.88,0,Lambda
LA-87603,12.7,0,Lambda
EC-30583,11.32,0,EC2
RD-99285,3.26,0,RDS
DY-42934,16.98,0,DynamoDB
RD-29873,8.93,0,RDS
LA-31644,5.49,0,Lambda
DY-45060,16.3,0,DynamoDB
RD-35675,17.13,0,RDS
LA-63312,11.01,0,Lambda
LA-95091,12.1,0,Lambda
DY-81569,17.89,0,DynamoDB
S3-28919,18.99,0,S3
DY-80305,15.17,0,DynamoDB
S3-37962,6.4,0,S3
EC-92912,17.24,0,EC2
DY-28624,2.19,0,DynamoDB
S3-77391,12.09,0,S3
RD-62815,22.91,0,RDS
LA-79267,20.9,0,Lambda
EC-74887,15.38,0,EC2
DY-53526,12.53,0,DynamoDB
S3-21889,22.51,0,S3
RD-56289,21.84,0,RDS
S3-10112,4.74,0,S3
DY-26523,9.99,0,DynamoDB
S3-20808,8.68,0,S3
DY-10887,14.93,0,DynamoDB
S3-91938,7.57,0,S3
LA-87789,2.66,0,Lambda
DY-56220,22.72,0,DynamoDB
DY-55270,17.87,0,DynamoDB
EC-32931,10.62,0,EC2
LA-61913,7.36,0,Lambda
DY-64845,1.26,0,DynamoDB
RD-26901,5.13,0,RDS
S3-72120,23.52,0,S3
RD-24256,17.2,0,RDS
S3-69778,10.15,0,S3
S3-51167,12.11,0,S3
EC-98229,13.64,0,EC2
DY-70710,14.88,0,DynamoDB
S3-32547,22.29,0,S3
EC-74619,3.12,0,EC2
RD-26193,3.12,0,RDS
EC-91730,1.35,0,EC2
RD-22360,13.96,0,RDS
DY-55800,15.03,0,DynamoDB
S3-28689,6.74,0,S3
LA-52137,22.77,0,Lambda
RD-58442,15.08,0,RDS
S3-11813,21.31,0,S3
LA-65276,9.59,0,Lambda
LA-52051,1.35,0,Lambda
RD-75618,13.47,0,RDS
S3-91132,10.18,0,S3
LA-40981,18.01,0,Lambda
EC-92289,3.34,0,EC2
EC-60931,8.52,0,EC2
S3-70686,22.03,0,S3
DY-78498,12.79,0,DynamoDB
EC-85945,15.11,0,EC2
RD-20278,5.69,0,RDS
S3-72943,21.18,0,S3
LA-70128,1.68,0,Lambda
EC-15039,7.23,0,EC2
S3-37586,9.16,0,S3
S3-77087,14.73,0,S3
DY-76897,22.88,0,DynamoDB
LA-17610,19.93,0,Lambda
LA-86162,19.1,0,Lambda
LA-20103,18.09,0,Lambda
RD-92409,7.7,0,RDS
S3-34170,5.74,0,S3
RD-53803,7.18,0,RDS
RD-28257,20.78,0,RDS
S3-30025,11.45,0,S3
LA-93961,17.23,0,Lambda
S3-48506,13.31,0,S3
DY-34417,2.47,0,DynamoDB
S3-17352,19.06,0,S3
S3-51094,14.58,0,S3
EC-83539,12.3,1,EC2
DY-45842,7.46,0,DynamoDB
EC-66704,16.07,0,EC2
LA-35500,3.57,0,Lambda
LA-28452,5.27,0,Lambda
DY-57406,17.57,0,DynamoDB
RD-22356,3.54,0,RDS
S3-45098,22.26,0,S3
EC-67620,13.32,0,EC2
DY-79463,2.76,0,DynamoDB
EC-12591,8.08,0,EC2
S3-72061,19.09,0,S3
RD-94774,12.63,0,RDS
EC-10136,8.33,0,EC2
DY-66358,20.06,0,DynamoDB
S3-42854,20.75,0,S3
S3-26322,20.75,0,S3
RD-69848,1.3,0,RDS
DY-33199,16.49,0,DynamoDB
S3-64316,6.28,0,S3
EC-96465,1.05,0,EC2
LA-23917,19.16,0,Lambda
DY-80269,2.92,0,DynamoDB
EC-99037,21.49,0,EC2
RD-53939,15.6,0,RDS
RD-79166,5.87,0,RDS
S3-54942,6.39,0,S3
RD-53370,14.15,0,RDS
LA-94925,10.56,0,Lambda
EC-18640,16.62,0,EC2
DY-66053,8.53,0,DynamoDB
S3-75774,1.51,0,S3
DY-80463,14.93,0,DynamoDB
EC-81696,11.1,0,EC2
LA-71744,10.01,0,Lambda
EC-10192,18.78,0,EC2
EC-75048,19.23,1,EC2
S3-46468,10.39,0,S3
DY-19359,17.44,0,DynamoDB
EC-61831,17.64,1,EC2
EC-24671,11.7,0,EC2
LA-82309,3.93,0,Lambda
RD-14434,11.38,0,RDS
LA-14994,10.31,0,Lambda
DY-44872,10.42,0,DynamoDB
DY-61759,21.74,0,DynamoDB
S3-61717,1.97,0,S3
RD-86067,13.46,0,RDS
DY-86848,13.55,0,DynamoDB
RD-61756,9.64,0,RDS
LA-55276,6.33,0,Lambda
DY-89698,8.39,0,DynamoDB
EC-55095,17.77,1,EC2
DY-32010,9.5,0,DynamoDB
RD-18026,2.04,0,RDS
DY-52239,20.12,0,DynamoDB
S3-99211,1.12,0,S3
EC-64319,3.38,1,EC2
S3-26633,18.63,0,S3
LA-69197,12.98,0,Lambda
DY-30176,12.91,0,DynamoDB
DY-51003,5.77,0,DynamoDB
LA-45710,4.91,0,Lambda
S3-86502,18.25,0,S3
EC-55913,10.96,0,EC2
S3-36069,14.31,0,S3
RD-49178,8.06,0,RDS
S3-72522,5.65,0,S3
EC-20625,14.79,0,EC2
DY-53307,21.88,0,DynamoDB
S3-62953,13.83,0,S3
LA-14886,9.8,0,Lambda
EC-26767,19.31,0,EC2
DY-63442,13.26,0,DynamoDB
EC-88976,15.64,0,EC2
LA-54948,20.0,0,Lambda
RD-37526,6.03,0,RDS
EC-53395,16.23,0,EC2
EC-35939,23.62,0,EC2
S3-26544,18.2,0,S3
LA-76629,1.72,0,Lambda
LA-81246,21.43,0,Lambda
RD-43457,1.9,0,RDS
LA-75901,10.87,0,Lambda
EC-88278,8.48,0,EC2
RD-91159,19.98,0,RDS
LA-48437,14.26,0,Lambda
RD-51258,23.97,0,RDS
LA-24908,19.43,0,Lambda
LA-56754,23.95,0,Lambda
S3-94748,7.99,0,S3
LA-71114,1.52,0,Lambda
RD-24334,10.34,0,RDS
EC-42933,8.18,1,EC2
S3-62656,22.08,0,S3
LA-46607,1.9,0,Lambda
LA-56287,13.96,0,Lambda
RD-86312,10.25,0,RDS
S3-18210,15.68,0,S3
LA-49850,17.27,0,Lambda
EC-21094,14.1,0,EC2
EC-82374,22.37,0,EC2
LA-80532,15.56,0,Lambda
EC-24211,23.57,0,EC2
S3-99765,11.61,0,S3
LA-40908,2.23,0,Lambda
RD-73185,16.58,0,RDS
S3-46182,22.28,0,S3
EC-88824,17.03,0,EC2
LA-74575,13.76,0,Lambda
S3-26999,10.52,0,S3
EC-33470,11.47,0,EC2
LA-54435,22.82,0,Lambda
DY-82762,1.57,0,DynamoDB
RD-76677,20.28,0,RDS
EC-13255,21.93,0,EC2
EC-35380,21.28,0,EC2
DY-33989,15.78,0,DynamoDB
DY-32439,14.64,0,DynamoDB
S3-99049,17.16,0,S3
RD-49350,14.96,0,RDS
RD-94486,16.16,0,RDS
EC-64199,23.45,0,EC2
DY-98151,17.96,0,DynamoDB
RD-52788,3.88,0,RDS
LA-25160,15.32,0,Lambda
RD-79341,20.49,0,RDS
EC-15750,8.99,0,EC2
RD-82489,16.39,0,RDS
S3-44314,2.96,0,S3
DY-35338,10.57,0,DynamoDB
EC-55619,7.18,0,EC2
EC-67124,13.19,0,EC2
DY-64567,23.26,0,DynamoDB
DY-35479,4.58,1,DynamoDB
DY-92569,1.47,0,DynamoDB
EC-67980,9.17,0,EC2
DY-54825,23.43,0,DynamoDB
DY-22453,4.38,0,DynamoDB
EC-25830,4.56,0,EC2
EC-55066,20.07,1,EC2
S3-20692,19.49,0,S3
RD-29583,18.95,0,RDS
LA-95103,15.35,0,Lambda
EC-29520,21.13,0,EC2
LA-40134,8.05,0,Lambda
S3-80744,10.63,0,S3
RD-55991,16.35,0,RDS
RD-48862,5.58,0,RDS
RD-53856,20.32,0,RDS
S3-74729,22.63,0,S3
DY-24031,12.26,0,DynamoDB
RD-27618,13.87,0,RDS
RD-30527,3.69,0,RDS
S3-54739,8.55,0,S3
DY-45303,12.82,0,DynamoDB
RD-76788,22.88,0,RDS
RD-90059,17.93,0,RDS
DY-98059,15.83,0,DynamoDB
EC-77231,9.56,0,EC2
EC-91972,4.03,0,EC2
RD-39932,6.03,0,RDS
LA-73909,21.77,0,Lambda
DY-35805,14.14,0,DynamoDB
DY-24079,22.59,0,DynamoDB
LA-59500,13.81,0,Lambda
DY-29800,5.03,0,DynamoDB
S3-86537,6.81,0,S3
DY-63772,14.55,0,DynamoDB
DY-83648,14.81,0,DynamoDB
DY-52933,18.26,0,DynamoDB
EC-61148,13.75,0,EC2
S3-81386,12.18,0,S3
DY-87273,7.7,0,DynamoDB
S3-81128,14.57,0,S3
S3-86533,15.15,0,S3
S3-76406,14.73,0,S3
LA-43885,9.64,0,Lambda
DY-74093,16.51,0,DynamoDB
EC-82307,8.83,0,EC2
EC-88388,11.77,0,EC2
EC-63664,1.8,1,EC2
EC-29456,22.35,0,EC2
DY-79327,18.34,0,DynamoDB
EC-93424,2.14,0,EC2
S3-67415,22.04,0,S3
LA-62265,17.0,0,Lambda
RD-32800,18.27,0,RDS
EC-85476,13.8,0,EC2
RD-55397,22.37,0,RDS
RD-75727,1.44,0,RDS
RD-96242,3.01,0,RDS
S3-33666,7.73,0,S3
EC-51830,1.95,0,EC2
DY-21410,15.06,0,DynamoDB
S3-85301,7.8,0,S3
DY-54757,21.35,0,DynamoDB
EC-61257,7.48,0,EC2
S3-45944,16.6,0,S3
RD-81762,11.02,0,RDS
S3-99959,8.82,0,S3
S3-11961,20.54,0,S3
EC-65755,20.2,0,EC2
RD-58003,9.57,0,RDS
RD-53919,4.79,0,RDS
LA-86524,7.28,0,Lambda
LA-76809,12.53,0,Lambda
DY-60248,2.38,1,DynamoDB
LA-54041,18.34,0,Lambda
EC-97234,7.77,0,EC2
S3-59422,2.28,0,S3
RD-42299,20.89,0,RDS
S3-28782,10.26,0,S3
EC-30566,18.42,0,EC2
S3-36177,3.46,0,S3
RD-39523,8.87,0,RDS
LA-16589,3.76,0,Lambda
DY-50953,3.69,0,DynamoDB
RD-35901,14.71,0,RDS
RD-70281,14.42,0,RDS
RD-66683,21.76,0,RDS
RD-35105,16.15,0,RDS
EC-55927,21.08,0,EC2
RD-66561,21.66,0,RDS
S3-13783,22.68,0,S3
EC-65161,19.42,0,EC2
LA-30922,11.67,0,Lambda
S3-26968,5.94,0,S3
S3-24011,19.02,0,S3
S3-49019,20.86,0,S3
S3-60042,4.97,0,S3
EC-72901,13.91,0,EC2
LA-51574,19.25,0,Lambda
LA-75006,10.92,0,Lambda
RD-64710,3.66,0,RDS
DY-28816,23.76,0,DynamoDB
EC-82373,14.29,0,EC2
LA-53618,18.14,0,Lambda
EC-95678,9.34,0,EC2
EC-18848,13.82,1,EC2
RD-96444,9.24,0,RDS
LA-52222,6.09,0,Lambda
DY-62732,14.26,0,DynamoDB
DY-19460,11.56,0,DynamoDB
DY-23269,1.39,0,DynamoDB
S3-32553,10.68,0,S3
LA-80021,8.17,0,Lambda
S3-98209,16.1,0,S3
S3-68829,22.35,0,S3
S3-17566,10.61,0,S3
RD-27387,22.59,0,RDS
RD-28323,15.91,0,RDS
EC-20283,10.27,0,EC2
EC-71584,15.07,0,EC2
LA-47663,23.13,0,Lambda
LA-19343,13.23,0,Lambda
RD-57101,2.61,0,RDS
EC-14827,4.61,0,EC2
EC-15313,4.59,0,EC2
S3-80423,6.32,0,S3
DY-13558,7.03,0,DynamoDB
DY-46343,21.38,0,DynamoDB
DY-63218,9.73,0,DynamoDB
RD-48084,8.24,0,RDS
DY-47034,10.16,0,DynamoDB
DY-20589,16.14,0,DynamoDB
S3-49531,20.43,0,S3
LA-51247,22.05,0,Lambda
RD-81545,6.74,0,RDS
EC-68579,8.09,0,EC2
S3-88270,21.34,0,S3
DY-50031,1.15,0,DynamoDB
EC-43576,10.09,0,EC2
S3-53461,20.72,0,S3
RD-94117,4.05,0,RDS
DY-37386,7.12,0,DynamoDB
RD-12123,23.95,0,RDS
S3-90122,16.83,0,S3
EC-60258,5.17,0,EC2
LA-45699,10.66,0,Lambda
DY-45739,10.6,0,DynamoDB
RD-95016,14.0,0,RDS
EC-38141,17.66,0,EC2
EC-35933,3.31,0,EC2
LA-85874,8.72,0,Lambda
S3-50149,20.09,0,S3
LA-78477,4.12,0,Lambda
LA-55865,22.31,0,Lambda
S3-34816,5.92,0,S3
S3-83914,20.73,0,S3
S3-89211,1.26,0,S3
EC-26459,6.7,0,EC2
EC-15877,14.02,0,EC2
DY-14686,7.33,0,DynamoDB
DY-22205,21.8,0,DynamoDB
LA-26524,3.14,0,Lambda
LA-71692,19.53,0,Lambda
DY-35095,6.97,0,DynamoDB
RD-78379,3.19,0,RDS
LA-25972,15.41,0,Lambda
RD-76630,5.86,0,RDS
RD-98860,12.33,0,RDS
S3-22205,10.08,0,S3
EC-13092,5.97,0,EC2
DY-89507,18.48,0,DynamoDB
EC-13969,8.97,0,EC2
DY-49876,16.63,0,DynamoDB
EC-44578,14.45,0,EC2
DY-93829,5.45,0,DynamoDB
EC-76467,21.38,0,EC2
S3-23861,3.56,0,S3
RD-73928,16.46,0,RDS
DY-13121,13.55,0,DynamoDB
RD-33165,4.6,0,RDS
DY-70380,2.89,0,DynamoDB
DY-49560,1.69,0,DynamoDB
S3-76706,23.73,0,S3
EC-87986,9.09,0,EC2
DY-56418,20.92,0,DynamoDB
EC-30666,18.66,0,EC2
S3-48751,10.83,0,S3
LA-75780,5.64,0,Lambda
RD-43654,7.42,0,RDS
DY-54910,14.87,0,DynamoDB
S3-99312,1.92,0,S3
EC-31684,5.49,0,EC2
DY-58899,6.82,0,DynamoDB
EC-51777,3.9,0,EC2
LA-91931,20.48,0,Lambda
DY-94149,21.46,0,DynamoDB
RD-58443,16.7,0,RDS
DY-72559,9.7,1,DynamoDB
RD-43783,16.92,0,RDS
EC-39092,6.03,0,EC2
DY-96483,5.88,0,DynamoDB
S3-53169,3.61,0,S3
S3-15543,14.67,0,S3
LA-79345,1.64,0,Lambda
S3-96593,12.1,0,S3
LA-73477,13.61,0,Lambda
EC-15197,16.27,0,EC2
RD-37236,19.54,0,RDS
EC-26663,13.97,0,EC2
RD-40564,13.57,0,RDS
RD-15247,8.84,0,RDS
LA-15573,4.47,0,Lambda
S3-90077,7.75,0,S3
S3-63687,23.87,0,S3
LA-38835,16.56,0,Lambda
LA-27046,14.37,0,Lambda
EC-15060,7.25,1,EC2
LA-81117,15.58,0,Lambda
S3-68255,1.98,0,S3
LA-94284,20.26,0,Lambda
LA-35256,4.1,0,Lambda
RD-53116,12.48,0,RDS
LA-66063,15.83,0,Lambda
EC-10864,3.72,0,EC2
LA-30955,8.42,1,Lambda
DY-79590,1.3,0,DynamoDB
DY-53298,21.57,0,DynamoDB
RD-19726,13.72,0,RDS
RD-89788,9.74,0,RDS
DY-40791,6.19,0,DynamoDB
RD-72047,8.24,0,RDS
RD-60519,23.71,0,RDS
S3-78111,3.02,0,S3
S3-28624,14.4,0,S3
LA-34704,11.96,0,Lambda
DY-17493,16.47,0,DynamoDB
EC-79280,16.98,0,EC2
DY-15594,3.95,0,DynamoDB
DY-89526,14.17,0,DynamoDB
S3-17130,12.5,0,S3
S3-62664,5.29,0,S3
RD-52932,11.19,0,RDS
EC-95959,6.35,0,EC2
S3-62975,23.16,0,S3
RD-66396,7.86,0,RDS
EC-96226,2.98,0,EC2
S3-64478,23.44,0,S3
DY-86441,6.38,0,DynamoDB
DY-94577,22.45,0,DynamoDB
EC-14837,16.85,0,EC2
EC-58994,4.54,0,EC2
S3-93886,14.41,0,S3
S3-70739,15.74,0,S3
EC-40573,17.14,0,EC2
EC-97460,22.66,0,EC2
RD-84328,8.26,1,RDS
RD-25989,7.97,0,RDS
RD-89878,22.4,0,RDS
DY-40133,10.48,0,DynamoDB
DY-95489,19.17,0,DynamoDB
RD-14633,23.29,0,RDS
RD-17008,11.73,0,RDS
EC-30827,4.72,0,EC2
DY-45315,11.39,0,DynamoDB
RD-24327,3.65,0,RDS
LA-25540,1.0,0,Lambda
S3-71861,15.91,0,S3
RD-52832,10.54,0,RDS
DY-93384,4.48,0,DynamoDB
RD-23029,14.38,0,RDS
LA-15867,7.84,0,Lambda
EC-27027,4.74,0,EC2
DY-20310,2.35,0,DynamoDB
EC-79922,21.05,0,EC2
S3-18947,6.85,0,S3
EC-71816,14.01,1,EC2
RD-37151,7.82,0,RDS
LA-40979,21.01,0,Lambda
EC-15037,13.04,0,EC2
LA-46483,14.49,0,Lambda
DY-81947,8.25,0,DynamoDB
DY-10692,19.02,0,DynamoDB
RD-53390,16.61,0,RDS
RD-16533,23.33,0,RDS
RD-34594,1.93,0,RDS
LA-50696,14.35,0,Lambda
S3-36123,4.43,0,S3
S3-43672,1.51,0,S3
S3-36140,1.3,0,S3
DY-34846,4.04,0,DynamoDB
DY-26555,1.55,0,DynamoDB
S3-58849,14.79,0,S3
RD-59056,5.98,0,RDS
EC-91418,5.53,0,EC2
S3-72320,14.52,0,S3
EC-27857,2.57,0,EC2
S3-62248,15.52,0,S3
EC-97902,1.34,0,EC2
RD-88002,14.92,0,RDS
DY-82095,14.15,0,DynamoDB
S3-45892,19.12,0,S3
S3-87606,6.22,0,S3
RD-61322,15.38,0,RDS
LA-90846,5.24,0,Lambda
S3-46133,9.86,0,S3
EC-19095,12.12,0,EC2
RD-47038,5.47,0,RDS
LA-92476,2.43,0,Lambda
S3-70610,12.97,0,S3
S3-66652,13.83,0,S3
DY-51798,22.1,0,DynamoDB
LA-54439,5.26,0,Lambda
RD-45081,11.38,0,RDS
EC-62151,20.37,0,EC2
S3-36299,22.55,0,S3
RD-78472,12.93,0,RDS
DY-36026,16.89,0,DynamoDB
S3-75066,22.35,0,S3
LA-38091,2.77,0,Lambda
RD-11079,2.27,0,RDS
EC-40951,12.26,0,EC2
DY-17235,14.33,0,DynamoDB
RD-89823,3.26,0,RDS
S3-78876,3.64,0,S3
EC-35425,2.17,0,EC2
S3-79806,16.58,0,S3
S3-79322,2.67,0,S3
LA-49449,8.47,0,Lambda
LA-85179,20.1,0,Lambda
S3-53894,15.51,0,S3
DY-54306,1.38,0,DynamoDB
LA-93232,17.81,0,Lambda
LA-62349,19.5,0,Lambda
LA-23921,16.92,0,Lambda
LA-55349,11.57,0,Lambda
EC-32837,12.95,0,EC2
S3-30923,15.55,0,S3
EC-52422,1.25,0,EC2
RD-38756,21.23,0,RDS
RD-14758,5.79,0,RDS
RD-59002,17.81,0,RDS
EC-10490,9.23,0,EC2
S3-93860,6.61,0,S3
RD-31292,13.73,0,RDS
LA-72766,2.59,0,Lambda
RD-11073,9.16,1,RDS
DY-39320,17.08,0,DynamoDB
LA-78116,10.49,0,Lambda
LA-89436,15.03,0,Lambda
LA-22021,8.3,0,Lambda
RD-33464,14.78,0,RDS
LA-84024,8.34,0,Lambda
DY-94517,7.57,0,DynamoDB
EC-12881,8.33,1,EC2
DY-11378,5.01,0,DynamoDB
S3-69251,1.71,0,S3
LA-32499,12.99,0,Lambda
DY-95473,12.37,0,DynamoDB
RD-56994,14.73,0,RDS
S3-17349,15.07,0,S3
DY-47344,14.16,0,DynamoDB
LA-11462,5.57,0,Lambda
RD-50581,11.03,0,RDS
LA-16191,2.55,0,Lambda
S3-57645,17.63,0,S3
DY-69123,14.32,0,DynamoDB
LA-10515,14.91,0,Lambda
S3-56216,16.38,0,S3
RD-83870,7.12,0,RDS
DY-13332,21.38,0,DynamoDB
DY-95761,16.25,0,DynamoDB
S3-83324,1.44,0,S3
DY-10066,7.61,0,DynamoDB
RD-80152,6.31,1,RDS
RD-21772,1.02,0,RDS
DY-22940,5.82,0,DynamoDB
LA-71431,6.5,0,Lambda
LA-42567,12.78,0,Lambda
RD-69199,15.27,0,RDS
LA-54237,22.49,0,Lambda
S3-27118,21.38,0,S3
EC-12795,23.21,0,EC2
